Country,Region,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,East Midlands,female,2024-06-01,20618,23329,24877,24624,26327,26643,27844,29556,29968,29879,30094,31786,31714,31723,30771,31470,30313,29561,28361,29440,31516,30342,31382,32018,32516,32446,33553,33553,33127,34785,35161,36207,38109,37873,37224,36801,38109,36315,36629,35318,35588,34302,33974,35384,34336,32225,28344,30222,28966,32151,30913,33924,36359,34755,36490,36518,35765,35748,35842,36732,35627,34800,33419,31987,32020,29664,29476,27843,25743,26350,25763,24945,24996,23722,25672,24614,28794,27292,19148,22115,19564,17668,13678,13261,13190,12238,11117,9648,8818,7339,6195,5340,4381,3662,2827,7161
England,East Midlands,male,2024-06-01,21602,24257,25657,26259,27516,28045,29549,30912,31345,31918,30962,33134,33610,32850,32727,33674,31985,31590,30368,30780,32439,31734,32157,33160,33828,34677,34872,34462,35396,35943,36149,39263,38834,39635,38941,39676,38142,37074,38302,36704,37340,35747,35354,38080,36248,32971,30973,31817,31236,32984,32171,34490,37651,35710,36791,36567,36760,35955,37026,36508,35354,35134,33626,32540,30615,29498,28028,27406,25045,24756,24861,22939,23349,22119,24810,21416,26410,24594,17316,19301,16572,15472,10907,10758,10455,9226,7928,6829,5860,4668,3853,3196,2520,1840,1363,2628
England,East Midlands,persons,2024-06-01,42331,47400,50533,50694,53748,54516,57501,60197,61522,61294,60963,64939,65266,64883,63253,64713,62267,61115,58882,59819,64006,62026,63285,64956,65774,66932,68077,67984,68372,70401,71713,75182,76590,77339,76136,76189,76391,73957,75276,72017,72833,70253,69500,73583,70520,64949,59354,62288,59921,65526,63348,68347,73834,70445,73133,73538,72284,72238,72990,73270,70658,69752,66992,64867,62765,58954,57514,55777,51107,51193,50914,47533,48152,46127,50561,46137,55155,52453,36428,41466,36014,33174,24565,23812,23576,21586,19053,16524,14695,11979,10042,8547,6884,5501,4187,9846
England,East of England,female,2024-06-01,28448,30457,35065,33648,35306,36378,37553,39413,40239,39804,39857,43159,41688,42054,41172,41996,40687,38889,37643,34883,33753,31780,35914,37940,38888,40218,41280,42160,43401,45176,45908,48169,49360,51087,49984,52099,50737,49850,49825,47977,48389,46743,46987,49352,47435,43959,40789,41902,41506,43139,42333,44518,46488,44801,45522,46359,45838,45863,46885,47351,44288,44266,40898,42246,39264,38360,36550,35991,33931,34042,33723,31644,31531,30735,34411,30394,38341,38899,25661,28605,24839,24224,17576,17915,18234,16857,15178,13965,12306,10383,8900,7849,6831,5392,4403,10993
England,East of England,male,2024-06-01,29767,32259,37193,35659,37644,38289,40406,41000,41728,42494,41748,44327,44731,44323,42574,44085,43128,41542,40251,38784,35586,35235,37376,38266,40426,42732,44453,43487,44706,46148,46876,49500,49859,52388,50022,53183,52626,50927,51538,49080,50200,47935,49427,51267,50032,45471,43418,45542,42756,45788,44546,45697,49074,45733,47532,47017,45979,46745,47739,46756,45094,44431,42365,40543,38948,37738,36062,34526,31571,30895,30570,28804,29239,28160,29608,27747,34071,32473,22247,25664,20849,20597,13920,13561,13736,12980,11427,9806,8437,6903,5696,4678,3700,2929,2060,4080
England,East of England,persons,2024-06-01,57899,62772,72545,69037,72975,74876,77927,80489,82141,82440,81520,87379,86375,86198,83365,86005,83933,80512,77999,73903,67796,67058,73379,76166,79776,83100,86083,85751,88160,90445,93571,97180,99225,103444,100138,105224,103478,100664,101314,97056,98675,94728,96470,100646,97976,89574,84216,87771,83895,89347,86906,90276,95410,90617,92683,93284,91763,92666,93794,94371,89260,88498,84196,82979,78309,76069,72824,69614,65814,65094,63828,62029,61526,58980,63932,58161,72506,72088,48003,54050,45553,44878,31766,31688,32176,29880,26690,23940,20723,17422,14575,12464,10515,8421,6568,15056
England,London,female,2024-06-01,45140,48854,53062,52790,53890,54420,56785,58958,58398,57352,58456,61046,60763,59657,60402,62087,59359,57548,55683,58648,60631,64177,72700,89545,100852,105147,109050,111042,112148,108715,108809,111896,106215,107979,104579,106712,99781,96602,95747,90952,87397,86726,83542,84857,81892,75550,71503,70401,68051,68510,63448,65081,61296,63754,60954,62445,59706,58882,58630,56886,55988,53172,48360,49459,45696,42920,40808,39210,36695,35394,32925,32556,29194,29292,29585,27621,30533,29511,22593,22529,19858,20228,15260,15876,15544,14795,12966,11663,10596,8658,7469,6591,5491,4714,3488,9765
England,London,male,2024-06-01,47688,51727,55747,53988,56320,56806,58631,60170,61843,60416,60332,64103,62378,64396,62307,63178,63349,60026,57933,59396,60809,61549,67999,77601,83874,94218,99103,103943,106874,106307,108214,111321,111381,115098,114286,115209,111880,109288,109615,103696,103330,101926,98168,99988,96317,89883,84669,83182,80691,80179,75545,75076,72269,72487,67826,69148,65669,62089,61687,60808,59112,54748,49209,50481,45105,43379,39867,38335,34722,32717,29435,28268,26425,25751,25245,22936,25740,24525,17017,18317,15643,14986,11170,11575,11498,10306,8933,7948,6642,5485,4713,3931,3088,2437,1829,3789
England,London,persons,2024-06-01,92771,99525,108898,106737,110271,111217,115292,118918,120233,117045,118011,125177,123438,123891,123051,125030,122687,117495,113522,118388,121633,125703,140968,166941,184756,199338,207955,215215,219075,215539,216933,223444,217523,222627,218977,221805,211744,205270,205268,194808,191000,188511,181834,185119,178166,165224,155995,152635,148230,149156,138264,140013,133211,135736,128822,131513,125471,122946,120462,117461,115197,108363,97564,100966,91352,85956,80836,77450,71501,68190,62115,60883,55606,54770,54943,50826,56051,54242,39772,40859,35308,35067,26273,27739,27243,25141,21845,19569,17245,14195,12158,10511,8597,7247,5266,13585
England,North East,female,2024-06-01,10798,12247,12913,12707,13596,13950,14367,15551,15098,15358,14939,16492,16123,16239,15606,16437,15586,15935,16460,17207,17592,17310,17019,18141,18191,17587,18603,18697,18614,17907,19155,19778,19647,20250,19203,19939,19745,19526,19643,18851,17970,17999,18376,18445,18017,16764,14094,15873,15116,15937,15917,17073,19841,18519,18671,18793,19458,19465,20169,20033,20313,20071,19431,18494,18555,18682,17691,17032,15711,14992,15452,14542,14731,13477,14555,13764,16135,15666,10650,11708,9727,8890,7322,7819,7384,7162,6638,5493,5015,4326,3465,3167,2457,2100,1460,3558
England,North East,male,2024-06-01,11570,12946,13524,13338,14364,14763,15144,16273,16126,16114,16680,17287,17301,17308,16644,16942,16360,16483,17066,17001,17744,17056,17433,17819,18374,19452,20101,20169,20288,19970,20351,21551,21429,22069,20282,21420,21490,20411,21084,19591,19647,19004,18665,18947,19617,17609,15171,15651,16231,17095,16526,17771,20222,18943,18769,19101,18867,19349,19896,20187,19615,20034,18827,18210,18207,17050,17350,16835,14758,14801,14801,13694,13316,12857,13329,12697,14437,13721,9157,10371,8179,7260,5842,5776,5587,5073,4386,3759,3123,2610,2063,1759,1242,1032,713,1338
England,North East,persons,2024-06-01,22652,24967,26583,25951,28071,28595,29376,31763,31380,31253,31385,33694,33637,33467,32204,33378,32027,32529,33842,34293,35454,34552,34357,35686,36606,37024,38711,38587,38941,37837,39395,41084,41104,42306,39241,41383,41167,39976,41025,38114,37628,37094,36964,37367,37619,34199,29345,31369,31449,33163,32681,34847,39906,37440,37432,37913,38210,38711,40303,40240,39776,40050,38424,36767,36471,36057,35024,34067,30557,30272,30218,28256,27986,26518,27646,26475,30621,29287,19941,21977,17864,16053,13257,13552,12941,12203,10943,9507,8143,6897,5296,4926,3378,3349,2172,4895
England,North West,female,2024-06-01,32385,37308,40766,39106,42345,42646,44165,47043,46533,47140,48096,49773,49791,48928,48219,48452,47166,47079,46237,47822,47418,46712,48561,52917,52906,54641,53412,55253,55842,55220,56471,59038,58731,62153,58248,60980,60060,57253,58711,55913,55945,55258,52811,55290,52883,47549,44244,44476,45244,47367,45937,49650,54435,52271,53263,53498,52285,52426,53921,54688,53493,52982,51148,48711,47064,44909,43937,43263,39426,38192,37763,36250,36514,35843,37563,34507,42181,38176,28276,29922,27249,25340,20168,20052,19537,17920,16642,14741,12616,10774,8724,7654,6528,5102,3924,9650
England,North West,male,2024-06-01,34893,39899,42144,41120,44108,44660,46379,49280,49533,49657,49687,52403,51868,51733,50310,51756,50290,50120,48754,48492,48454,47171,48573,51013,52725,56868,56792,56166,57453,58042,58677,60512,62422,65355,60943,61862,63476,59851,61991,59008,59431,58145,56814,58030,57961,50859,47556,48524,49391,50725,49865,52556,57481,55471,55623,55842,54475,54235,54848,57179,54529,53763,51998,50254,46991,44240,44602,41727,37796,36945,36928,34193,33824,33465,34234,32059,39065,33095,24116,26114,22984,20987,16104,15097,14610,13372,11693,9854,8527,6567,5042,4352,3399,2526,1716,3613
England,North West,persons,2024-06-01,67316,77334,83190,80058,86749,87400,90620,96240,96082,96670,97926,102287,101617,100650,99282,99955,97557,96825,95069,96413,95862,93831,97897,103924,105330,110997,109945,111665,113093,113155,115370,119476,121323,127730,119314,122400,123751,116316,120379,114827,115379,113634,109567,113429,110573,97584,92213,93222,94567,98353,95832,102166,111799,108096,108400,109128,106902,106544,108925,111900,108342,106694,103364,99009,94037,89483,88460,85148,76893,74769,75932,72224,69738,69309,72229,66789,80870,71436,52577,55974,50350,46239,36216,34838,34457,31255,28428,24533,21170,17699,13700,11877,9927,7653,5639,13253
England,South East,female,2024-06-01,39435,44208,49523,48421,50072,52559,52981,57088,57274,57773,57737,61912,61516,62375,60626,61762,60755,58606,56361,53048,52737,51187,54725,58841,62252,59309,61256,60894,62442,62976,64691,69538,70339,74453,71249,75052,73315,71863,72661,70061,70778,70435,69635,73170,71344,65556,61695,63220,61380,65658,63031,66437,69755,66361,67073,68991,68006,67307,67676,68740,67144,64847,62157,60810,57475,56403,54499,51804,48654,49004,48658,45588,46603,44750,48968,46352,54804,55488,38521,40932,37436,35699,26156,26117,27177,25265,22567,20250,17621,16155,13082,12053,10084,8748,6600,16919
England,South East,male,2024-06-01,41348,46285,51966,50457,53209,55531,55810,60148,59566,60652,60195,65723,65939,65109,63686,64914,64834,62537,60782,57158,56286,52534,55147,56817,61118,63021,63230,62027,63894,65593,64559,69831,69020,72344,71531,74966,75506,71311,74024,70646,71320,72354,71649,75137,73686,69222,64169,64629,65490,68434,64693,68148,71261,68002,68158,69664,68658,67667,69966,70104,67520,64470,62545,59881,58110,54393,53363,50847,46164,46459,44445,42125,42353,40170,41589,40043,48335,48064,32499,34880,31648,28989,20930,20309,20402,18293,16125,14735,12022,10123,8146,6911,5591,4213,3093,6402
England,South East,persons,2024-06-01,80414,90493,101902,98588,103246,108215,108724,117290,116296,118553,118151,127689,126911,127620,124002,126325,125434,121702,116706,110445,109379,104835,109392,116105,123269,122533,124138,123856,127217,128389,129178,139268,138642,147319,142798,149964,148906,143537,147065,140321,142019,143071,141203,148395,144890,134853,125936,127960,126912,134181,127621,134712,140981,134914,134506,137693,136223,135293,137537,138936,134646,129449,125178,120800,116022,110823,108018,101794,95187,95600,93130,89090,88253,85434,90376,87185,103011,104194,70937,75688,69027,64592,47621,46281,47534,43529,38725,35386,29615,26165,21050,18823,15679,13169,9652,23257
England,South West,female,2024-06-01,20852,22712,27005,25829,27370,28063,29497,31151,31059,32437,32419,33934,35109,33518,33546,34572,33783,33940,33986,35336,36377,34376,33861,34825,35733,35215,36102,36173,36103,37863,38280,40160,39936,41766,39953,42309,41508,40085,40425,39195,38466,38420,37915,39723,38396,35917,33178,34553,33347,36335,35984,38231,41898,39994,41475,40882,41976,43311,43721,44409,43324,42480,41373,40150,38973,37813,36533,35830,32873,34216,34442,31825,32608,31657,33310,33094,39329,37416,26094,29685,26317,24570,18835,18333,18166,16837,15326,13469,12178,10516,9197,8032,6783,5593,4401,11330
England,South West,male,2024-06-01,21701,24635,28523,26226,29403,29658,31004,32715,33091,33429,33574,36903,36342,36391,34968,36210,35487,34403,34531,34337,35396,34144,33733,34647,35594,37202,38059,37718,37178,39087,39293,40358,40990,41973,40605,42385,41738,40456,40392,38854,39206,39391,38687,40389,39270,36445,33727,34024,33825,36166,37058,38651,41912,39312,41515,40659,41644,42126,43044,43813,42669,41800,40022,40425,37950,36214,35245,35004,31894,31268,31123,29036,30652,28348,31310,28109,36305,33262,24023,25519,22628,21324,15010,14645,14299,12896,11558,10200,8443,6904,5720,4736,3701,2952,2115,4233
England,South West,persons,2024-06-01,42838,47474,55732,51840,56962,57534,60544,63676,64224,65942,65834,70913,71114,70371,68656,70898,69194,68510,68487,70237,71434,69280,67499,69396,71247,72433,74386,73631,73417,76867,77407,80329,81336,84199,80764,84608,83121,80180,80708,78222,77802,77789,76464,80109,77886,72119,66975,68364,66948,72939,72971,76732,83845,79097,83098,81577,83482,85554,86698,88249,85943,84270,81639,80547,76931,74022,71586,70369,64734,65368,65985,62220,62943,60382,64578,61349,75659,70904,49673,55285,48812,45905,34184,33151,32426,29715,26907,23649,20605,17826,14714,12759,10463,8549,6528,15539
England,West Midlands,female,2024-06-01,27805,32124,32928,33507,34856,35833,37437,39253,38143,39384,39753,41687,42309,40300,39672,40737,39772,38416,38752,38661,36989,36363,39638,40609,41666,43095,43027,44450,43755,44745,44891,46617,46975,48180,47793,48367,48062,46359,46358,44722,44099,44454,41985,44799,43659,37938,36049,36843,36501,37844,37283,38671,43030,42251,42214,42517,41854,41463,42806,42136,40689,40470,39354,37401,35321,34422,33665,32771,30385,29651,30519,28912,28633,27908,28829,28066,32504,30229,22512,25751,23387,21857,17026,16367,15762,15312,13671,12398,11009,8822,7533,6689,5801,4762,3623,8648
England,West Midlands,male,2024-06-01,29934,33566,34660,34578,37068,37631,38606,40923,40465,41499,42201,44167,43851,42730,41796,43009,42109,40869,40752,40498,40722,39442,39987,41177,43655,43063,45686,45516,45514,45435,46625,48071,49347,52138,49399,50651,50037,48849,49452,47546,46932,47425,44093,48219,46163,41860,39670,39618,40462,40914,40971,42656,45388,44556,45350,45063,44274,44113,42528,43140,41755,41143,40070,38118,35870,34751,33116,31919,29301,29062,28750,27715,25908,25401,26948,24761,28641,26637,19650,22004,20012,18230,13467,12449,12714,11315,10034,8793,7190,5774,4650,3758,3094,2380,1718,3554
England,West Midlands,persons,2024-06-01,57689,64906,67852,67970,72125,73400,75803,80018,78670,80316,82206,86261,86108,83084,80829,83530,81887,79208,79239,79287,78056,75900,79888,81871,84896,85950,88633,90008,89186,90032,91790,94672,96152,100323,97234,98917,97695,95238,95944,92098,90814,91927,86270,93125,89708,79798,75818,76609,76996,79049,78296,81110,88354,86748,87654,87465,85907,85254,85358,85384,82544,81579,79399,75630,70959,69131,66694,64500,59624,59081,59255,56522,54672,53359,55800,53371,61309,57003,42170,47670,43182,40069,30231,28670,28791,26675,23694,21100,18198,14863,12122,10504,8862,7070,5325,12243
England,Yorkshire and The Humber,female,2024-06-01,23946,26849,28359,28986,30563,31134,32826,33468,33743,33761,34872,36697,35677,36174,34999,35856,34481,34066,34911,35918,36542,35435,37172,38790,40709,39336,39950,40008,40281,39697,40734,43430,42761,44489,41102,44492,43364,41480,42030,39989,39477,37988,38501,39765,38179,35019,30697,32609,31805,34398,34068,36093,40349,38646,39586,39776,38786,38952,38915,39684,38812,38372,36738,35302,34805,33135,32953,32161,28890,28798,28229,26618,26818,26195,27785,26222,32121,30350,19624,23368,19555,18568,15051,14896,14568,13937,12262,11221,9575,8650,7048,5838,4925,4075,2963,7613
England,Yorkshire and The Humber,male,2024-06-01,25440,28268,30281,30263,31544,32752,33834,36165,35650,35495,35594,37892,37744,38065,36729,38231,35712,36067,35235,36614,36338,35430,36063,37995,39952,40974,42609,41601,43029,42510,43851,44723,44917,46470,43871,44921,44173,43122,44365,42108,42616,41739,40302,42148,41230,36959,34346,35412,34886,36016,36223,37957,41485,40483,39921,41053,39402,39513,39420,41312,38817,38638,36768,36049,33768,32599,32256,31221,27794,27556,28065,24645,25357,24787,25316,24294,28387,26877,16183,20630,16880,15781,11579,11286,11035,10159,8946,7684,6489,5149,4143,3248,2637,1909,1455,2768
England,Yorkshire and The Humber,persons,2024-06-01,49374,54886,59080,59243,62115,63403,66745,69533,69265,69333,70592,74469,73386,74186,71368,74270,70361,70378,70585,72497,72831,70921,73037,77000,80607,80298,82187,81558,83280,81911,84666,87657,87991,90925,84681,89420,87892,84696,86218,82120,82165,79863,78725,82002,79311,71785,65333,68211,66692,70266,70295,74095,82246,79389,79355,80978,78632,78914,78462,80840,77518,76922,73472,71412,68469,65636,65097,63481,56516,56332,55922,51559,51939,51154,53498,50959,60673,57549,35687,43742,36139,34547,26681,25909,25281,24075,21208,19040,16171,13748,11175,9094,7546,5994,4424,10361
England,East Midlands,female,2024-07-01,20618,23223,24936,24586,26324,26616,27812,29604,30022,29878,30056,31807,31768,31765,30811,31535,30364,29610,28075,29107,31417,30106,31232,31953,32407,32454,33616,33609,33104,34779,35178,36199,38244,37956,37322,36809,38272,36413,36682,35427,35713,34378,33965,35471,34488,32418,28311,30249,28783,32174,30686,33865,36334,34757,36475,36547,35746,35725,35861,36838,35733,34890,33502,32054,32148,29696,29626,27865,25714,26302,25866,25017,24935,23564,25685,24432,28761,27831,18995,22257,19690,17840,13673,13241,13207,12258,11172,9656,8861,7350,6201,5348,4391,3668,2835,7183
England,East Midlands,male,2024-07-01,21603,24141,25661,26219,27514,27944,29510,30957,31351,32016,30891,33160,33662,32880,32804,33779,32071,31689,30185,30557,32384,31627,32037,33088,33750,34661,34819,34409,35354,35857,36060,39361,38882,39714,39002,39730,38212,37121,38413,36733,37396,35790,35309,38274,36414,33070,30935,31843,31109,32995,32001,34346,37689,35718,36807,36531,36775,35894,37100,36585,35380,35243,33693,32683,30697,29529,28091,27515,25049,24707,24962,22954,23248,22032,24944,21181,26409,25079,17212,19438,16630,15677,10887,10751,10479,9254,7959,6859,5892,4682,3864,3207,2537,1853,1367,2650
England,East Midlands,persons,2024-07-01,42352,47157,50604,50591,53683,54378,57411,60233,61603,61308,60841,65010,65368,65001,63346,64863,62389,61215,58391,59233,63835,61689,62968,64816,65524,66930,68047,68026,68322,70268,71717,75247,76752,77482,76336,76225,76642,74136,75528,72180,73011,70370,69439,73867,70857,65203,59275,62338,59570,65612,62966,68130,73844,70434,73101,73547,72258,72292,73082,73465,70740,69961,67136,65074,62972,58991,57689,55942,51089,51051,51047,47635,48035,45903,50726,45742,55127,53557,36163,41736,36179,33568,24549,23772,23610,21640,19139,16569,14772,12001,10059,8560,6907,5521,4199,9895
England,East of England,female,2024-07-01,28447,30161,35244,33576,35271,36296,37510,39366,40301,39853,39781,43276,41715,42158,41250,42126,40808,38977,37982,35137,34037,31822,35902,37891,38766,40280,41296,42200,43416,45187,45896,48213,49433,51222,50050,52253,50882,49990,50001,48046,48485,46716,46961,49600,47683,44142,40784,41992,41417,43194,42156,44450,46487,44816,45500,46384,45813,45857,46952,47577,44323,44410,40851,42487,39351,38471,36601,36061,33901,33951,33877,31752,31383,30704,34565,30029,38200,39773,25510,28751,24877,24480,17516,17846,18269,16919,15209,14025,12356,10411,8917,7876,6856,5411,4424,11050
England,East of England,male,2024-07-01,29752,32004,37406,35611,37620,38210,40431,40988,41755,42581,41690,44382,44805,44466,42632,44181,43234,41610,40494,39031,35678,35261,37382,38152,40418,42758,44554,43503,44764,46171,46880,49570,49943,52604,50050,53333,52840,51050,51769,49132,50337,47892,49478,51448,50254,45510,43391,45721,42640,45848,44447,45593,49217,45703,47565,47026,45898,46789,47857,46874,45226,44565,42469,40633,39053,37833,36133,34623,31528,30842,30692,28885,29179,28130,29577,27522,34000,33088,22061,25896,20877,20891,13877,13468,13741,13034,11454,9855,8482,6921,5719,4692,3715,2950,2069,4118
England,East of England,persons,2024-07-01,57839,62201,72950,68874,72901,74770,77891,80447,82248,82531,81308,87575,86504,86434,83445,86208,84177,80609,78554,74401,67942,67133,73358,76011,79694,83222,86250,85775,88247,90382,93610,97277,99413,103822,100231,105546,103840,100933,101747,97217,98937,94656,96503,101058,98493,89767,84165,88039,83636,89515,86604,90114,95545,90621,92622,93313,91696,92634,93884,94738,89400,88800,84378,83319,78531,76238,72979,69573,65756,64938,64099,62060,61201,58897,64018,57680,72272,73631,47681,54391,45589,45422,31674,31585,32262,30005,26750,24088,20817,17496,14613,12499,10556,8473,6607,15153
England,London,female,2024-07-01,45136,48516,53174,52748,53845,54314,56722,59018,58439,57359,58410,61117,60880,59733,60538,62314,59544,57677,55817,58799,60773,64227,72268,89374,100893,105643,109457,111444,112734,108946,108943,112277,106265,108089,104595,107131,99946,96758,96061,91146,87452,86902,83585,85205,82260,75813,71586,70614,68097,68839,63389,65243,61152,63883,60918,62590,59698,59074,58770,56974,56189,53365,48337,49691,45860,43064,40946,39374,36792,35489,33034,32701,29108,29273,29640,27580,30519,29987,22651,22645,19832,20439,15165,15846,15551,14837,12997,11715,10649,8679,7471,6627,5497,4730,3497,9820
England,London,male,2024-07-01,47639,51388,55924,53797,56162,56711,58556,60113,62021,60471,60259,64170,62279,64577,62447,63304,63618,60184,58082,59609,60972,61578,67914,77702,83871,94559,99351,104383,107368,106423,108426,111573,111421,115286,114390,115461,112098,109508,109945,103860,103396,102118,98195,100378,96668,90208,84775,83326,80780,80524,75613,75205,72302,72789,67823,69343,65762,62170,61789,60912,59328,54906,49076,50704,45141,43568,40000,38537,34832,32869,29524,28362,26393,25814,25285,22897,25749,24939,16941,18448,15676,15120,11119,11499,11526,10361,8945,7973,6667,5503,4739,3959,3101,2447,1845,3805
England,London,persons,2024-07-01,92728,98695,109148,106509,110077,111009,115160,118919,120450,117045,117818,125246,123497,124231,123410,125350,123150,117784,113786,118821,121949,125787,140524,166849,184788,200165,208561,216076,220079,215925,217218,224003,217617,222839,219133,222452,212143,205686,205940,195198,191171,188907,181898,185914,178832,165854,156126,153067,148309,149865,138162,140285,133078,136109,128817,131827,125575,123340,120705,117644,115541,108814,97456,101545,91598,86204,81106,77825,71710,68438,62267,61193,55453,54859,55053,50710,56092,55184,39776,41114,35291,35398,26106,27696,27309,25236,21881,19645,17333,14250,12181,10573,8604,7284,5286,13663
England,North East,female,2024-07-01,10782,12214,12943,12675,13580,13938,14334,15606,15087,15354,14862,16507,16119,16285,15611,16475,15601,15963,16410,17153,17552,17261,16932,18127,18149,17564,18608,18740,18643,17858,19168,19816,19668,20324,19230,19973,19795,19571,19689,18912,17957,17990,18410,18488,18110,16874,14056,15897,15082,15923,15829,16942,19884,18483,18649,18759,19428,19433,20182,20037,20345,20095,19490,18518,18592,18735,17746,17084,15708,14962,15493,14638,14710,13374,14569,13663,16103,16028,10612,11808,9766,8929,7286,7812,7388,7172,6684,5514,5043,4361,3468,3173,2459,2117,1463,3573
England,North East,male,2024-07-01,11563,12909,13544,13307,14345,14752,15130,16290,16136,16112,16668,17304,17320,17348,16669,16982,16387,16491,17035,16931,17756,17014,17405,17763,18326,19423,20102,20183,20294,19944,20324,21570,21434,22135,20237,21451,21576,20391,21191,19633,19689,19024,18673,18952,19731,17723,15165,15617,16167,17135,16451,17677,20256,18955,18732,19102,18807,19303,19870,20212,19625,20085,18851,18232,18233,17005,17425,16901,14755,14784,14865,13736,13269,12858,13342,12642,14402,14030,9079,10483,8226,7296,5830,5776,5591,5080,4394,3774,3142,2618,2072,1766,1249,1040,715,1345
England,North East,persons,2024-07-01,22649,24875,26641,25880,28034,28556,29301,31861,31398,31248,31271,33728,33674,33542,32217,33472,32081,32561,33798,34174,35435,34502,34237,35616,36527,36966,38720,38640,38977,37745,39381,41126,41166,42471,39195,41448,41294,40005,41188,38210,37655,37100,37002,37413,37816,34407,29280,31338,31355,33201,32517,34626,39976,37416,37370,37883,38116,38619,40317,40280,39804,40123,38520,36822,36509,36101,35150,34180,30565,30220,30319,28379,27884,26433,27649,26282,30570,29966,19843,22183,17923,16121,13224,13540,12949,12224,10988,9573,8191,6934,5282,4939,3348,3400,2177,4915
England,North West,female,2024-07-01,32330,37164,40914,38990,42331,42572,44092,47120,46528,47179,48085,49848,49875,49013,48253,48523,47253,47232,46171,47827,47364,46606,48399,52974,52772,54814,53263,55372,55958,55205,56429,59112,58735,62503,58291,61168,60262,57333,58914,56000,56077,55449,52847,55592,53100,47684,44218,44396,45124,47379,45620,49449,54451,52263,53239,53559,52215,52360,53926,54831,53604,53126,51262,48834,47184,44939,44021,43502,39439,37982,37959,36301,36350,35793,37650,34159,42159,38892,28228,30044,27350,25554,20120,20045,19549,17942,16708,14809,12675,10834,8724,7681,6549,5111,3938,9672
England,North West,male,2024-07-01,34845,39805,42282,41004,44096,44579,46245,49333,49557,49679,49607,52467,51964,51869,50282,51912,50414,50285,48760,48529,48520,47135,48509,51002,52704,57110,56752,56317,57528,58034,58819,60524,62520,65758,60992,61903,63808,59891,62166,59157,59570,58253,56846,58210,58317,50958,47514,48522,49346,50751,49658,52343,57486,55542,55514,55902,54358,54161,54745,57341,54601,53948,52148,50427,47120,44180,44839,41862,37792,36815,37165,34289,33680,33438,34216,31876,39148,33622,24010,26256,23074,21213,16084,15069,14618,13430,11750,9909,8582,6590,5055,4368,3423,2535,1721,3638
England,North West,persons,2024-07-01,67218,77100,83521,79798,86765,87276,90404,96375,96101,96735,97866,102442,101769,100885,99395,100152,97736,97082,95035,96476,95895,93706,97807,103989,105149,111381,109740,111943,113251,113122,115410,119522,121430,128494,119407,122575,124291,116344,120845,115039,115649,113960,109629,113906,111190,97653,92167,93149,94404,98418,95335,101779,111839,108197,108219,109184,106735,106405,108847,112229,108556,107035,103671,99271,94287,89517,88761,85501,76917,74463,76061,72549,69427,69175,72358,66309,80862,72702,52433,56230,50515,46665,36151,34744,34491,31319,28557,24690,21288,17826,13705,11917,9973,7674,5658,13298
England,South East,female,2024-07-01,39365,43934,49700,48351,49953,52495,52834,57140,57275,57854,57604,61945,61537,62445,60729,61872,60850,58707,56497,53092,52866,51176,54585,58718,62355,59411,61254,60980,62566,62945,64643,69650,70431,74774,71278,75285,73502,72011,72896,70193,70923,70535,69587,73394,71709,65715,61697,63334,61129,65796,62754,66353,69817,66360,67049,69010,68008,67285,67668,68916,67331,65051,62283,61038,57546,56535,54673,51879,48624,48953,48896,45692,46505,44539,48992,46042,54626,56642,38385,41049,37539,36089,26100,25969,27245,25358,22641,20291,17642,16254,13072,12095,10121,8812,6630,17004
England,South East,male,2024-07-01,41292,46007,52151,50328,53130,55483,55674,60194,59545,60642,59962,65762,66058,65229,63763,65032,65067,62661,61029,57262,56511,52500,55024,56678,61119,63157,63321,62095,63978,65676,64540,70031,69036,72494,71548,75185,75851,71419,74263,70672,71350,72472,71593,75400,73994,69491,64149,64621,65431,68603,64375,68030,71316,68008,68153,69755,68625,67591,70006,70285,67708,64646,62694,60046,58275,54434,53592,51043,46162,46420,44605,42299,42254,40102,41485,39626,48180,49100,32315,34964,31800,29351,20881,20210,20475,18356,16173,14841,12060,10172,8177,6941,5613,4237,3111,6447
